2016	3	8	9	0	0	2	0.00125523	0.00121975	0.15098509	0.08544799	0.00116589	0.00120476	0.09819905	0.07375796	1.10355	1.10347
2016	3	8	10	0	0	2	0.00125349	0.00123143	0.14563411	0.10932086	0.00125523	0.00121975	0.13088364	0.08209774	1.10283	1.10275
2016	3	8	11	0	0	2	0.00112776	0.00122335	0.06151003	0.10988922	0.00125349	0.00123143	0.11892948	0.10487009	1.10145	1.10137
2016	3	8	12	0	0	2	0.00103953	0.00120219	0.01492537	0.08505791	0.00112776	0.00122335	0.06333973	0.11019417	1.1017	1.10162
2016	3	8	13	0	0	2	0.00093702	0.00116252	-0.01823675	0.04191234	0.00103953	0.00120219	0.01205093	0.08457883	1.10147	1.10139
2016	3	8	14	0	0	2	0.00084044	0.00111447	-0.03324808	0.0028307	0.00093702	0.00116252	-0.01860465	0.04185103	1.10141	1.10133
2016	3	8	15	0	0	2	0.00090517	0.00107901	0.02185949	-0.00514338	0.00084044	0.00111447	-0.01378071	0.00607526	1.1033	1.10322
2016	3	8	16	0	0	2	0.00102135	0.00106065	0.08518066	0.01649157	0.00090517	0.00107901	0.02996743	-0.00379206	1.10421	1.10413
2016	3	8	17	0	0	2	0.00122359	0.00106706	0.14754487	0.06437207	0.00102135	0.00106065	0.09626669	0.01833925	1.10577	1.10569
2016	3	8	18	0	0	2	0.00112399	0.00105248	0.0815429	0.0907325	0.00122359	0.00106706	0.12017564	0.05981053	1.10272	1.10264
2016	3	8	19	0	0	2	0.00096534	0.00102046	0.00779472	0.08212765	0.00112399	0.00105248	0.0741766	0.08950478	1.10185	1.10177
2016	3	8	20	0	0	2	0.00066411	0.00096895	-0.07053602	0.03087408	0.00096534	0.00102046	-0.00637418	0.07976617	1.09978	1.0997
2016	3	8	21	0	0	2	0.00045724	0.00090425	-0.08080101	-0.02544351	0.00066411	0.00096895	-0.06664416	0.03152272	1.10024	1.10016
2016	3	8	22	0	0	2	0.00031547	0.00083519	-0.06258187	-0.05968864	0.00045724	0.00090425	-0.07794373	-0.0249673	1.10055	1.10047
2016	3	8	23	0	0	2	0.00024468	0.00076899	-0.03425912	-0.06219626	0.00031547	0.00083519	-0.0581934	-0.05895723	1.10104	1.10096
2016	3	9	0	0	0	3	0.00015133	0.00068523	-0.04631579	-0.05242056	0.00024468	0.00076899	-0.03693851	-0.06264282	1.10067	1.10059
2016	3	9	1	0	0	3	0.00002701	0.00057475	-0.10401932	-0.05629835	0.00015133	0.00068523	-0.05085018	-0.05317629	1.10005	1.09997
2016	3	9	2	0	0	3	-0.0001058	0.00042704	-0.20427422	-0.09264338	0.00002701	0.00057475	-0.10647359	-0.0567074	1.09962	1.09954
2016	3	9	3	0	0	3	-0.00031076	0.00026762	-0.30748031	-0.16585773	-0.0001058	0.00042704	-0.21193434	-0.09392007	1.09832	1.09824
2016	3	9	4	0	0	3	-0.00051247	0.00010342	-0.35485259	-0.25078364	-0.00031076	0.00026762	-0.30975348	-0.16623659	1.09776	1.09768
2016	3	9	5	0	0	3	-0.00070534	-0.00004874	-0.34151599	-0.31434272	-0.00051247	0.00010342	-0.35654952	-0.25106646	1.09727	1.09719
2016	3	9	6	0	0	3	-0.00084204	-0.0001931	-0.28663274	-0.33066259	-0.00070534	-0.00004874	-0.33724514	-0.31363092	1.09735	1.09727
2016	3	9	7	0	0	3	-0.0009204	-0.00033042	-0.25640646	-0.30833822	-0.00084204	-0.0001931	-0.28129152	-0.32977239	1.09759	1.09751
2016	3	9	8	0	0	3	-0.00095694	-0.00046393	-0.25571921	-0.27596105	-0.0009204	-0.00033042	-0.25010944	-0.30728871	1.09775	1.09767
2016	3	9	9	0	0	3	-0.00090925	-0.00058178	-0.2292868	-0.24717555	-0.00095694	-0.00046393	-0.23612805	-0.27269585	1.09857	1.09849
2016	3	9	10	0	0	3	-0.00093731	-0.00068892	-0.2221307	-0.2357584	-0.00090925	-0.00058178	-0.23502709	-0.24813227	1.09764	1.09756
2016	3	9	11	0	0	3	-0.00099169	-0.00078735	-0.21949961	-0.22955928	-0.00093731	-0.00068892	-0.22583693	-0.23637611	1.09705	1.09697
2016	3	9	12	0	0	3	-0.00108122	-0.00087296	-0.21480748	-0.22436733	-0.00099169	-0.00078735	-0.22234777	-0.23003398	1.09635	1.09627
2016	3	9	13	0	0	3	-0.00106726	-0.00093461	-0.14732419	-0.20300857	-0.00108122	-0.00087296	-0.20009737	-0.22191565	1.09724	1.09716
2016	3	9	14	0	0	3	-0.00106649	-0.00097473	-0.08585547	-0.16743403	-0.00106726	-0.00093461	-0.14810311	-0.20313839	1.09698	1.0969
2016	3	9	15	0	0	3	-0.0012053	-0.00101509	-0.10252294	-0.13491511	-0.00106649	-0.00097473	-0.10533206	-0.17068013	1.09508	1.095
2016	3	9	16	0	0	3	-0.00119263	-0.00104534	-0.08166054	-0.1017965	-0.0012053	-0.00101509	-0.08517563	-0.13202389	1.09644	1.09636
2016	3	9	17	0	0	3	-0.00082848	-0.00103107	0.04825784	-0.04948496	-0.00119263	-0.00104534	-0.03474216	-0.09397677	1.1007	1.10062
2016	3	9	18	0	0	3	-0.00042046	-0.00097676	0.13796545	0.0169875	-0.00082848	-0.00103107	0.05930976	-0.04764298	1.10214	1.10206
2016	3	9	19	0	0	3	-0.00003378	-0.00087637	0.18948593	0.09290157	-0.00042046	-0.00097676	0.14202305	0.01766377	1.10289	1.10281
2016	3	9	20	0	0	3	0.0001874	-0.00074536	0.19220742	0.14917489	-0.00003378	-0.00087637	0.17974302	0.09127775	1.10188	1.1018
2016	3	9	21	0	0	3	0.00022613	-0.0006001	0.16659452	0.17046355	0.0001874	-0.00074536	0.17733885	0.14669679	1.1002	1.10012
2016	3	9	22	0	0	3	0.00027544	-0.00045091	0.16027875	0.17151368	0.00022613	-0.0006001	0.1671913	0.17056301	1.1005	1.10042
2016	3	9	23	0	0	3	0.00026307	-0.00030318	0.14424287	0.16096109	0.00027544	-0.00045091	0.15490111	0.1706174	1.0999	1.09982
2016	3	10	0	0	0	4	0.00023761	-0.00014285	0.14875714	0.15165142	0.00026307	-0.00030318	0.14207892	0.16060043	1.09972	1.09964
2016	3	10	1	0	0	4	0.00012482	0.00000353	0.1359519	0.14192605	0.00023761	-0.00014285	0.13827273	0.14990402	1.0986	1.09852
2016	3	10	2	0	0	4	0.00001189	0.0000969	0.09287818	0.1293245	0.00012482	0.00000353	0.13222222	0.14130444	1.09829	1.09821
2016	3	10	3	0	0	4	-0.00007752	0.00013501	-0.01699689	0.09484108	0.00001189	0.0000969	0.0916631	0.12912199	1.0983	1.09822
2016	3	10	4	0	0	4	-0.00013073	0.00012424	-0.16826111	0.01952955	-0.00007752	0.00013501	-0.01505501	0.09516473	1.09848	1.0984
2016	3	10	5	0	0	4	-0.00026745	0.0000737	-0.32044268	-0.10267866	-0.00013073	0.00012424	-0.17859118	0.01780787	1.09729	1.09721
2016	3	10	6	0	0	4	-0.00034041	0.00001075	-0.35101656	-0.22510537	-0.00026745	0.0000737	-0.31368915	-0.10155307	1.09767	1.09759
2016	3	10	7	0	0	4	-0.00035541	-0.00005935	-0.30498749	-0.29910553	-0.00034041	0.00001075	-0.3418381	-0.22357563	1.09814	1.09806
2016	3	10	8	0	0	4	-0.00042533	-0.00013584	-0.27398129	-0.31598213	-0.00035541	-0.00005935	-0.31227306	-0.30031979	1.09739	1.09731
2016	3	10	9	0	0	4	-0.00052073	-0.0002201	-0.28137004	-0.3004826	-0.00042533	-0.00013584	-0.27757067	-0.31658036	1.0968	1.09672
2016	3	10	10	0	0	4	-0.00062145	-0.00030302	-0.28140394	-0.28492573	-0.00052073	-0.0002201	-0.280368	-0.30031559	1.09638	1.0963
2016	3	10	11	0	0	4	-0.00066377	-0.00037809	-0.22742475	-0.26797544	-0.00062145	-0.00030302	-0.27106061	-0.28320184	1.09677	1.09669
2016	3	10	12	0	0	4	-0.000604	-0.00043659	-0.12317019	-0.22583861	-0.00066377	-0.00037809	-0.20468612	-0.26418567	1.09783	1.09775
2016	3	10	13	0	0	4	-0.0005822	-0.00048675	-0.07773801	-0.16832927	-0.000604	-0.00043659	-0.1259024	-0.22629397	1.09742	1.09734
2016	3	10	14	0	0	4	-0.00158435	-0.00063307	-0.37995713	-0.21147048	-0.0005822	-0.00048675	-0.21618743	-0.19140418	1.08462	1.08454
2016	3	10	15	0	0	4	-0.00175476	-0.00079022	-0.24612756	-0.22621522	-0.00158435	-0.00063307	-0.27644325	-0.19421817	1.09186	1.09178
2016	3	10	16	0	0	4	-0.00090543	-0.00085133	-0.01710825	-0.18447064	-0.00175476	-0.00079022	-0.16032084	-0.2119141	1.10422	1.10414
2016	3	10	17	0	0	4	0.00061192	-0.00073609	0.15915737	-0.0666084	-0.00090543	-0.00085133	0.01913859	-0.1784295	1.11462	1.11454
2016	3	10	18	0	0	4	0.00189186	-0.00046802	0.22670327	0.07082032	0.00061192	-0.00073609	0.16013115	-0.0664461	1.11596	1.11588
